title;rank;total_ratings;installs;average rating;growth (30 days);growth (60 days);price;category;5_star_ratings;4 star ratings;3 star ratings;2 star ratings;1 star ratings;paid;US_Sales;EU_sales;JP_sales;Global_sales;User_rating;Critic_Rating;
ASolver - show me the puzzle, and I will solve it;84;460315;5.0 M;4;28,9;113,2;0;GAME_PUZZLE;361695;36463;18076;9353;34725;FALSE;157161;143781;27249;393907;2,9;68;
Crazy Kitchen: Match 3 Puzzles;85;459320;10.0 M;4;0;0,1;0;GAME_PUZZLE;398796;37824;12018;3187;7492;FALSE;113907;89257;99426;381043;6,8;91;
Tebak Gambar;86;453317;10.0 M;4;0,2;0,4;0;GAME_PUZZLE;311581;43790;31309;17438;49197;FALSE;7490;154975;187086;458712;5,5;17;
Build a Bridge!;87;451860;10.0 M;4;0,6;1,2;0;GAME_PUZZLE;286839;63628;36663;17826;46901;FALSE;122437;85637;120569;593361;9,2;61;
PixWords™;88;440665;10.0 M;4;0;0,1;0;GAME_PUZZLE;355004;53499;15716;4832;11612;FALSE;155413;139871;165641;739431;7,5;36;
Match 3D - Matching Puzzle Game;89;420325;10.0 M;4;4,6;11,2;0;GAME_PUZZLE;286657;61968;16908;13744;41045;FALSE;24278;128299;88587;310485;3,6;79;
How to Loot - Pin Pull & Hero Rescue;90;414811;50.0 M;4;3,2;8,3;0;GAME_PUZZLE;307162;34076;23013;12619;37938;FALSE;170118;155091;75588;697491;1,5;89;
LINE PokoPoko - Play with POKOTA! Free puzzler!;91;414626;10.0 M;3;0,7;1,3;0;GAME_PUZZLE;158839;88968;76250;27016;63551;FALSE;174507;83932;73919;536411;3,5;41;
Blockudoku® - Block Puzzle Game;92;414430;10.0 M;4;3;4,9;0;GAME_PUZZLE;272911;80283;31266;8726;21241;FALSE;16507;175931;58710;354484;8,6;30;
Rescue Cut - Rope Puzzle;93;407062;100.0 M;4;1862,1;4,5;0;GAME_PUZZLE;273664;36549;24461;17968;54418;FALSE;165881;154851;162433;757319;9,6;32;
DOP 2: Delete One Part;94;403195;50.0 M;4;10,1;26;0;GAME_PUZZLE;266695;39854;21493;15180;59970;FALSE;131333;170261;99698;587481;2,7;38;
Block Puzzle & Conquer;95;402599;10.0 M;4;0;0;0;GAME_PUZZLE;262234;91540;27186;6527;15110;FALSE;11594;52727;126074;390943;7;62;
Antistress - relaxation toys;96;398873;50.0 M;4;5,6;11,5;0;GAME_PUZZLE;296810;44152;20472;10052;27385;FALSE;95409;162888;23783;447815;6,4;90;
Cut the Rope FULL FREE;97;390519;100.0 M;4;0;0,1;0;GAME_PUZZLE;304567;48911;16267;5635;15137;FALSE;140728;144670;76288;585103;8,1;74;
Color Fill 3D;98;384115;100.0 M;4;4,8;11,5;0;GAME_PUZZLE;251975;39025;32327;17572;43213;FALSE;147461;162820;59816;486321;2,7;67;
디즈니 틀린그림찾기;99;383236;1.0 M;4;0;0;0;GAME_PUZZLE;232374;93919;40506;5918;10516;FALSE;26875;33703;2004;302690;8,2;38;
Who Is The Killer? Episode I;100;377015;5.0 M;4;0,2;0,4;0;GAME_PUZZLE;235595;67597;41877;12829;19115;FALSE;134775;53854;181360;467958;4,3;91;
Hill Climb Racing;1;10188038;500.0 M;4;0,4;0,8;0;GAME_RACING;7148370;982941;607603;338715;1110407;FALSE;194672;119968;193128;585182;4,1;96;
Traffic Rider;2;7580227;100.0 M;4;0,5;1;0;GAME_RACING;5426819;833452;446764;212143;661046;FALSE;94293;117066;124343;367712;8,3;31;
Traffic Racer;3;6062833;100.0 M;4;0,3;0,5;0;GAME_RACING;4580870;581388;308448;145729;446396;FALSE;79348;44131;36335;409749;4,1;39;
Dr. Driving;4;6062304;100.0 M;4;0,5;1;0;GAME_RACING;4307671;494396;337684;213487;709064;FALSE;181196;192343;184900;641276;3,6;76;
Need for Speed™ No Limits;5;4507290;100.0 M;4;0,6;1,2;0;GAME_RACING;2976966;514643;268717;148109;598854;FALSE;112952;5118;1314;272422;8,3;46;
CSR Racing 2 – Free Car Racing Game;6;4476329;10.0 M;4;0,5;0,9;0;GAME_RACING;3458236;578619;178927;70721;189823;FALSE;27030;67095;197343;571082;1,4;53;
Angry Birds Go!;7;3870456;100.0 M;4;476,9;0;0;GAME_RACING;2753918;362720;224963;101659;427194;FALSE;101518;36321;154304;423359;5,4;26;
Extreme Car Driving Simulator;8;3612756;100.0 M;4;1,7;3,7;0;GAME_RACING;2691153;285485;166427;102619;367068;FALSE;67560;191022;156599;473176;9,8;90;
Bike Race Free - Top Motorcycle Racing Games;9;2962468;100.0 M;4;0,3;0,6;0;GAME_RACING;2026065;303481;185693;93766;353461;FALSE;25282;9526;61560;128644;7,2;25;
CSR Racing;10;2490517;50.0 M;4;0;0;0;GAME_RACING;1948115;240253;105455;35448;161244;FALSE;5539;186088;69128;395248;3,6;100;
Fun Race 3D;11;2221285;100.0 M;4;2,1;5,2;0;GAME_RACING;1465135;236017;175065;95923;249142;FALSE;21529;151713;104876;297647;7,5;56;
Beach Buggy Racing;12;2178512;100.0 M;4;1,1;2,2;0;GAME_RACING;1657717;195050;96043;49967;179732;FALSE;35850;45529;130400;293042;3,2;73;
Asphalt 9: Legends;13;2098500;50.0 M;4;1,6;3,9;0;GAME_RACING;1605688;206562;85294;41374;159579;FALSE;19748;94187;179153;304401;7,5;28;
Fast Racing 3D;14;1848375;100.0 M;4;0;0,1;0;GAME_RACING;1329863;205301;132256;43679;137274;FALSE;90610;44147;188093;374915;1,1;83;
Earn to Die 2;15;1781295;100.0 M;4;0,4;0,8;0;GAME_RACING;1265382;217366;109868;48019;140658;FALSE;46792;104349;83705;401454;8,3;59;
Asphalt Nitro;16;1618815;50.0 M;4;0,6;1,3;0;GAME_RACING;1155090;182406;92136;41613;147567;FALSE;44875;59147;160858;474621;4,7;51;
City Racing 3D;17;1555939;50.0 M;4;0,1;0,1;0;GAME_RACING;1139740;156099;102803;35354;121941;FALSE;115404;109370;151403;619898;8;15;
Nitro Nation Drag & Drift Car Racing;18;1516846;10.0 M;4;0,4;1;0;GAME_RACING;1152122;186491;65330;26060;86840;FALSE;49382;131910;95056;449033;3,8;37;
Racing Fever;19;1471540;50.0 M;4;0;0,1;0;GAME_RACING;1103560;147780;89499;34002;96697;FALSE;3507;86988;2931;235338;6,1;29;
Drive Ahead!;20;1463492;50.0 M;4;0,9;1,8;0;GAME_RACING;1021504;128346;80074;47703;185862;FALSE;129619;197782;135047;656780;6,2;76;
Street Racing 3D;21;1446238;100.0 M;4;1,7;3,4;0;GAME_RACING;1019029;156704;82624;42277;145602;FALSE;156599;44616;199650;544591;2,4;81;
Drift Max Pro - Car Drifting Game with Racing Cars;22;1415418;50.0 M;4;1,7;3,9;0;GAME_RACING;1121337;131782;63322;26528;72448;FALSE;89424;140250;52104;514123;7,7;22;
Driving School 2016;23;1364891;50.0 M;4;0,3;0,6;0;GAME_RACING;987702;138417;74068;34247;130454;FALSE;170288;26903;21845;510345;6,7;10;
Racing in Car;24;1297337;50.0 M;4;0,1;0,1;0;GAME_RACING;882650;139848;108195;37861;128780;FALSE;180619;112493;102829;591486;1,5;65;
Drift هجولة;25;1219865;10.0 M;4;0,9;2;0;GAME_RACING;977765;57490;37557;29620;117431;FALSE;128506;121132;145436;562145;7,9;17;
Trials Frontier;26;1119800;10.0 M;4;0,1;0,1;0;GAME_RACING;766370;143156;72043;32718;105511;FALSE;134066;185204;53490;638610;1,9;15;
Bike Racing 3D;27;1109569;100.0 M;4;0,3;0,6;0;GAME_RACING;742944;103484;76033;43585;143520;FALSE;26623;98231;114842;317225;6;89;
CarX Drift Racing;28;1100694;10.0 M;4;0,2;0,5;0;GAME_RACING;852081;98112;45985;22363;82151;FALSE;176308;49392;97458;455258;6,1;15;
Asphalt 8 Racing Game - Drive, Drift at Real Speed;29;924106;100.0 M;4;0;0,1;0;GAME_RACING;730045;75692;31616;15958;70792;FALSE;172876;151652;163456;558181;2,6;43;
CSR Classics;30;899964;10.0 M;4;0;0,1;0;GAME_RACING;697561;102310;38678;12966;48447;FALSE;16104;102186;144713;312039;9,1;44;
BMX Boy;31;895239;100.0 M;4;0,2;0,3;0;GAME_RACING;654777;72957;50728;25429;91346;FALSE;156375;148091;12658;573878;8,3;21;
Racing Moto;32;883713;100.0 M;4;0,4;0,7;0;GAME_RACING;608166;77193;53756;31658;112937;FALSE;112627;187639;13182;465450;1,6;34;
Real Bike Racing;33;851386;100.0 M;4;2,8;6,1;0;GAME_RACING;571641;72556;52594;32840;121752;FALSE;15380;122296;75946;418143;5,7;61;
Turbo Stars - Rival Racing;34;849317;50.0 M;4;2;4,4;0;GAME_RACING;648879;74627;40777;19697;65335;FALSE;9364;138747;103947;508123;5,3;45;
Top Speed: Drag & Fast Racing;35;847739;10.0 M;4;0,4;0,8;0;GAME_RACING;679415;70848;31619;14431;51423;FALSE;140066;132507;25646;533039;4,4;97;
CarX Highway Racing;36;780720;10.0 M;4;3,5;7,1;0;GAME_RACING;606816;109933;25613;9960;28395;FALSE;136305;55624;32084;366948;7,6;67;
Trial Xtreme 4: Extreme Bike Racing Champions;37;735549;50.0 M;4;0,1;0,3;0;GAME_RACING;460052;86095;52656;28914;107829;FALSE;15643;167742;82046;380848;6,7;72;
Dr. Parking 4;38;725551;100.0 M;4;0,7;1,4;0;GAME_RACING;496433;68326;45697;27638;87455;FALSE;44506;133551;47477;328951;9,4;61;
Racing in Car 2;39;724219;100.0 M;4;2,6;5,4;0;GAME_RACING;475029;61493;45462;32518;109714;FALSE;78693;176357;137177;563557;1,5;95;
Drag Racing;40;713034;100.0 M;4;0;0;0;GAME_RACING;522787;91183;38976;16107;43979;FALSE;70057;92004;38233;365179;5,3;86;
Moto Rider GO: Highway Traffic;41;707004;100.0 M;4;1,1;1,8;0;GAME_RACING;482641;95941;40848;21087;66484;FALSE;106949;183704;115651;466220;7;28;
Uphill Rush Water Park Racing;42;699303;100.0 M;4;0,5;1,1;0;GAME_RACING;489279;54309;38758;26555;90399;FALSE;157102;114655;57148;618477;8,2;32;
Asphalt Xtreme: Rally Racing;43;682124;10.0 M;4;0,3;0,6;0;GAME_RACING;453061;80544;39897;20677;87942;FALSE;154539;25036;175789;412130;7,3;63;
Turbo Driving Racing 3D;44;654903;50.0 M;4;0,8;1,6;0;GAME_RACING;461668;51409;36192;23100;82532;FALSE;17290;31400;98236;378898;2,5;10;
Driving School 2017;45;635669;10.0 M;4;0,4;0,9;0;GAME_RACING;460158;67101;32671;16480;59256;FALSE;189257;81730;138715;659766;4,5;48;
City Racing Lite;46;630972;10.0 M;4;2577,7;0,1;0;GAME_RACING;481202;56421;42201;12617;38529;FALSE;98936;116850;186436;540494;8,2;19;
MotoGP Racing '20;47;619717;10.0 M;4;0,8;1,6;0;GAME_RACING;401585;96573;51712;19328;50516;FALSE;175964;153759;153412;584925;2,9;39;
Earn to Die Lite;48;611439;10.0 M;4;0,1;0,3;0;GAME_RACING;434421;43582;29734;17096;86604;FALSE;62448;195627;36405;433785;1,7;92;
Garena Speed Drifters;49;577754;10.0 M;4;0,5;1,2;0;GAME_RACING;376407;52922;35205;20118;93100;FALSE;176160;153252;196582;656887;3,3;51;
Rally Racer Dirt;50;577204;50.0 M;4;0,1;0,3;0;GAME_RACING;394695;73535;38827;17438;52706;FALSE;176650;111649;181466;630342;4,9;46;
F1 Clash;51;559157;5.0 M;4;4,8;10,1;0;GAME_RACING;316445;126788;52399;16657;46866;FALSE;101070;16854;54272;452417;8,7;50;
Rally Fury - Extreme Racing;52;558462;50.0 M;4;4,4;10,1;0;GAME_RACING;409899;59875;29768;13972;44946;FALSE;157541;130468;176329;690722;1,5;14;
Racing Fever: Moto;53;549630;50.0 M;4;1,2;6004,4;0;GAME_RACING;393808;49832;30694;18239;57054;FALSE;14707;82306;30817;332928;6,7;37;
Real Drift Car Racing Lite;54;513359;10.0 M;4;0,1;0,2;0;GAME_RACING;381134;53191;30260;10921;37851;FALSE;138378;2947;130549;480922;7,6;26;
MadOut2 BigCityOnline;55;508166;10.0 M;4;3,8;8,3;0;GAME_RACING;347602;56038;29117;15751;59656;FALSE;142799;38043;12975;265998;2,9;94;
Ultimate Car Driving Simulator;56;503879;50.0 M;4;2,2;4,8;0;GAME_RACING;353448;45177;27142;16616;61494;FALSE;163578;164921;111927;668549;3,9;32;
Crazy for Speed;57;466732;10.0 M;4;1911,2;0,7;0;GAME_RACING;336061;39673;28533;15418;47044;FALSE;177208;160047;193570;734627;5,4;50;
Mad Skills Motocross 2;58;464730;10.0 M;4;0,2;0,4;0;GAME_RACING;319470;50982;29079;14405;50792;FALSE;189133;130270;33708;616850;5,8;25;
Real City Car Driver;59;445846;50.0 M;3;0,4;0,9;0;GAME_RACING;285166;27715;26917;17393;88652;FALSE;40436;134955;98273;469949;5,8;47;
Highway Rider Motorcycle Racer;60;430550;10.0 M;4;0,1;0,1;0;GAME_RACING;307739;37469;23631;10253;51456;FALSE;133089;95640;89054;417699;9,3;20;
Blocky Roads;61;426246;10.0 M;4;0;0,1;0;GAME_RACING;318741;42714;23542;8562;32684;FALSE;73802;148639;89008;561547;3,7;75;
Road Riot;62;423514;10.0 M;4;0,1;0,1;0;GAME_RACING;344341;24227;18914;8328;27702;FALSE;47560;104213;80818;328217;7,6;95;
Crash of Cars;63;419851;10.0 M;4;0,5;1,2;0;GAME_RACING;290888;48697;26055;13626;40581;FALSE;47506;196983;122696;432459;1,6;43;
Beach Buggy Racing 2;64;414528;10.0 M;4;2,9;6,1;0;GAME_RACING;299949;40563;19993;11806;42214;FALSE;86721;24492;130831;528959;6,3;84;
Real Racing 3;65;412241;10.0 M;4;0,2;0,5;0;GAME_RACING;293823;54620;19629;10774;33392;FALSE;155558;27672;81033;372851;8,6;63;
SUP Multiplayer Racing;66;407995;10.0 M;4;1;2,2;0;GAME_RACING;292915;34591;21351;12771;46364;FALSE;78293;116279;139108;413666;9,9;78;
KartRider Rush+;67;388123;10.0 M;3;2,1;3,6;0;GAME_RACING;239417;39274;26384;14498;68548;FALSE;76819;91592;154066;607532;4;22;
Hill Climb Racing 2;68;386128;100.0 M;4;0,2;0,4;0;GAME_RACING;271644;62888;20719;7568;23306;FALSE;120993;2747;92987;419647;6,4;42;
Boomerang Make and Race - Scooby-Doo Racing Game;69;380849;50.0 M;4;0,4;1;0;GAME_RACING;279496;26949;18355;13010;43037;FALSE;101884;18088;118903;329008;4,5;33;
Moto X3M Bike Race Game;70;365649;50.0 M;4;3;6,2;0;GAME_RACING;274639;29909;17419;10119;33559;FALSE;26945;56477;151080;440426;1,9;76;
Offroad Legends - Monster Truck Trials;71;350249;10.0 M;4;0;0,1;0;GAME_RACING;245205;41967;25508;10219;27348;FALSE;56039;55272;43304;261738;7,3;50;
Traffic Tour;72;349416;50.0 M;4;1,7;3,7;0;GAME_RACING;231141;28660;20999;12988;55625;FALSE;100182;97487;171101;433612;4,3;83;
Dubai Drift 2;73;337837;10.0 M;4;0,1;0,1;0;GAME_RACING;252463;22906;15694;7422;39350;FALSE;42454;22191;37685;240067;6,7;41;
Moto Wheelie;74;334069;5.0 M;4;0,1;0,1;0;GAME_RACING;281200;18440;11203;5233;17991;FALSE;76884;119400;189550;502132;7,1;21;
Mountain Climb 4x4 : Offroad Car Drive;75;330803;50.0 M;4;1702,5;1;0;GAME_RACING;221973;28431;18870;14015;47511;FALSE;65852;25863;35843;358697;4,2;81;
CarX Drift Racing 2;76;318474;10.0 M;4;4,5;9,5;0;GAME_RACING;247670;29860;12956;6483;21502;FALSE;170429;114297;34673;330587;1,1;67;
Zombie Squad;77;315332;10.0 M;4;0,1;0,1;0;GAME_RACING;220091;34171;21601;9439;30027;FALSE;186737;53965;108628;512478;4,7;12;
Crazy for Speed 2;78;312017;10.0 M;4;0,7;1,5;0;GAME_RACING;243498;24007;14244;6807;23458;FALSE;119680;8162;32837;275461;4,1;25;
Moto Racer 3D;79;310589;10.0 M;4;1358,2;2716,5;0;GAME_RACING;194685;34134;34664;14257;32847;FALSE;127670;185817;13434;468885;5,3;11;
Toy Truck Rally 3D;80;309939;50.0 M;4;0;0,1;0;GAME_RACING;229692;23871;20238;7614;28521;FALSE;85144;99099;107716;425158;5,2;43;
Truck Driver Cargo;81;308362;50.0 M;3;12602,3;0,7;0;GAME_RACING;193275;23624;19047;12841;59571;FALSE;19727;47172;69814;244592;9,7;34;
Demolition Derby 3;82;308175;10.0 M;4;4,3;8,9;0;GAME_RACING;250319;27125;11685;4164;14880;FALSE;167442;81031;25473;493593;5,5;75;
Top Drives – Car Cards Racing;83;303913;10.0 M;4;1,6;3,3;0;GAME_RACING;231744;30895;11515;6286;23470;FALSE;100599;64383;78537;470223;4,2;23;
Racing Limits;84;297540;50.0 M;4;1,1;2,4;0;GAME_RACING;211343;28447;16325;9459;31964;FALSE;29104;69897;32693;222194;5,4;19;
🚓🚦Car Driving School Simulator 🚕🚸;85;294097;10.0 M;4;0,9;1,9;0;GAME_RACING;204804;38467;16732;8251;25840;FALSE;142391;126442;51357;414596;9,6;82;
Race the Traffic;86;293250;50.0 M;4;0,1;0,1;0;GAME_RACING;185690;27186;24754;13961;41656;FALSE;94437;176229;81956;525234;3,2;43;
Redline Rush: Police Chase Racing;87;288581;10.0 M;4;0;0,1;0;GAME_RACING;210942;32264;18169;8367;18836;FALSE;49315;36020;62654;233636;4,3;85;
GT Racing 2: The Real Car Exp;88;285522;10.0 M;4;0;0;0;GAME_RACING;209958;33351;13914;7231;21065;FALSE;55637;166148;162013;391087;2,1;29;
Monster Truck Destruction™;89;284892;10.0 M;4;0,2;0,4;0;GAME_RACING;200210;26653;16790;8834;32403;FALSE;53807;120451;92314;319643;9,8;76;
Real Racing 3;90;284450;100.0 M;4;0;0;0;GAME_RACING;193903;44509;15942;8162;21931;FALSE;23662;51814;114431;299552;4,6;54;
MMX Hill Dash;91;283592;10.0 M;4;0,1;0,3;0;GAME_RACING;202256;41141;15071;5659;19463;FALSE;187359;189523;150097;583288;4,5;14;
Stickman Downhill Motocross;92;283127;10.0 M;4;0;0;0;GAME_RACING;205997;35802;17941;5514;17871;FALSE;19988;39281;185682;250137;8,2;96;
MOTO LOKO HD;93;282063;10.0 M;4;0;0,1;0;GAME_RACING;196521;27353;21819;7648;28719;FALSE;4570;165192;186958;455766;6,8;14;
Offroad Legends 2;94;281848;10.0 M;4;0,1;0,3;0;GAME_RACING;195324;38185;19227;7908;21201;FALSE;99824;198625;184720;593388;9,9;31;
DATA WING;95;281769;5.0 M;4;0,3;0,5;0;GAME_RACING;254416;15454;4525;2037;5334;FALSE;181452;147626;185932;610877;1,3;46;
Race the Traffic Moto;96;280605;10.0 M;4;0;0;0;GAME_RACING;188046;26619;24879;10609;30449;FALSE;91026;40871;166535;326015;5,1;38;
Epic Race 3D;97;280243;50.0 M;4;2,5;7,7;0;GAME_RACING;185132;28854;20922;12717;32615;FALSE;12916;12328;5307;189899;6,2;98;
Drift Max;98;273705;10.0 M;4;0,6;1,2;0;GAME_RACING;188833;29440;18180;8800;28450;FALSE;145439;156095;165045;543218;8,6;48;
City Driving 3D;99;272721;10.0 M;3;0,1;0,2;0;GAME_RACING;138933;22589;21760;15256;74182;FALSE;131724;38616;118452;297495;4;98;
Torque Burnout;100;271610;10.0 M;4;0,2;0,5;0;GAME_RACING;189031;25182;16212;9799;31385;FALSE;188195;175443;164678;533081;2;36;
Shadow Fight 3 - RPG fighting game;1;3170246;100.0 M;4;1,2;2,6;0;GAME_ROLE_PLAYING;2243868;353334;177840;84957;310244;FALSE;58232;134618;133315;360117;4,5;59;
AFK Arena;2;3126336;10.0 M;4;1;2,2;0;GAME_ROLE_PLAYING;2238968;619905;158568;31102;77791;FALSE;127367;27132;111030;491587;7,7;36;
Avakin Life - 3D Virtual World;3;3105550;50.0 M;4;1;2,2;0;GAME_ROLE_PLAYING;2198832;316726;170928;91523;327539;FALSE;96119;30383;97357;233240;7,3;15;
Flight Pilot Simulator 3D Free;4;2651253;100.0 M;4;965,5;0,9;0;GAME_ROLE_PLAYING;1680842;413154;208205;85294;263756;FALSE;151034;36619;103699;449758;6;97;
Angry Birds Epic RPG;5;2650536;10.0 M;4;310,2;0;0;GAME_ROLE_PLAYING;2095096;255252;104890;41878;153418;FALSE;35163;107416;40565;330017;9,2;67;
Eternium;6;2374967;10.0 M;4;0,5;1,1;0;GAME_ROLE_PLAYING;2064105;201653;57358;16101;35746;FALSE;134167;116696;159197;446625;8,6;15;
Star Wars™: Galaxy of Heroes;7;1710440;50.0 M;4;0,3;0,6;0;GAME_ROLE_PLAYING;1087749;274134;110300;55130;183125;FALSE;113738;103218;112930;344452;8,5;66;
몬스터 길들이기;8;1493476;10.0 M;4;0;0,1;0;GAME_ROLE_PLAYING;916890;183806;125740;58046;208992;FALSE;49302;159463;126833;355067;1,5;30;
Darkness Rises;9;1475764;10.0 M;4;0,5;1,1;0;GAME_ROLE_PLAYING;1086953;195959;71146;29100;92603;FALSE;173523;115975;35944;447135;9,5;70;
Hustle Castle: Medieval games in the kingdom;10;1424463;10.0 M;4;0,3;0,7;0;GAME_ROLE_PLAYING;956315;167107;59800;39531;201708;FALSE;119191;155163;85270;547898;6,5;28;
RAID: Shadow Legends;11;1363701;10.0 M;4;1,9;3,9;0;GAME_ROLE_PLAYING;919549;170753;64585;40706;168105;FALSE;177467;196272;151843;798406;1,8;54;
Tap Titans;12;1344784;10.0 M;4;0;0;0;GAME_ROLE_PLAYING;1206706;67528;25703;9641;35204;FALSE;137523;66959;63469;388047;9,7;81;
Hero Wars – Hero Fantasy Multiplayer Battles;13;1311495;50.0 M;4;4,7;10,6;0;GAME_ROLE_PLAYING;1036086;107619;27019;15790;124979;FALSE;89241;79497;39827;444300;1,3;68;
MovieStarPlanet;14;1193550;10.0 M;3;0;0,1;0;GAME_ROLE_PLAYING;647071;155738;105157;55935;229646;FALSE;101194;154600;11909;480117;6;33;
Magic Rush: Heroes;15;1130195;10.0 M;4;0;0,1;0;GAME_ROLE_PLAYING;818101;125808;56193;24736;105355;FALSE;43057;176791;141848;567113;6,2;25;
세븐나이츠;16;937102;10.0 M;3;17025;0,1;0;GAME_ROLE_PLAYING;528121;88140;76690;38540;205610;FALSE;47496;96675;9020;399294;9,5;83;
Idle Heroes;17;914423;10.0 M;4;1,1;2,1;0;GAME_ROLE_PLAYING;724371;77956;31174;14878;66041;FALSE;185187;79192;20349;289381;8,7;12;
RPG Toram Online - MMORPG;18;910412;10.0 M;4;805;1,9;0;GAME_ROLE_PLAYING;670148;130534;48808;15731;45189;FALSE;80104;172844;116786;514653;6,7;31;
Shakes and Fidget;19;898630;5.0 M;4;0,5;1,1;0;GAME_ROLE_PLAYING;695406;145860;32061;8424;16877;FALSE;6793;16603;9080;127625;1,5;38;
Tap Titans 2: Heroes Attack Titans. Clicker on!;20;887982;10.0 M;4;1;2,3;0;GAME_ROLE_PLAYING;696871;118164;38208;9681;25056;FALSE;1354;124563;183483;454546;5,4;87;
Kritika: The White Knights;21;880376;10.0 M;4;718,4;0,1;0;GAME_ROLE_PLAYING;614909;107710;53285;23653;80817;FALSE;88082;100461;81569;482271;4,1;22;
FINAL FANTASY BRAVE EXVIUS;22;825827;10.0 M;4;0,2;0,3;0;GAME_ROLE_PLAYING;527674;133134;51983;25372;87661;FALSE;74513;22590;143426;472931;8,6;79;
Dungeon Hunter 5 – Action RPG;23;765525;10.0 M;3;0,1;0,2;0;GAME_ROLE_PLAYING;453136;95928;54217;30073;132169;FALSE;96712;77919;69145;534427;8,3;26;
The Wolf;24;758951;10.0 M;4;1,9;3,4;0;GAME_ROLE_PLAYING;567469;91326;36052;16252;47850;FALSE;179679;30549;196742;501944;3,4;92;
Brave Frontier;25;732372;10.0 M;4;0;0,1;0;GAME_ROLE_PLAYING;518719;100269;41029;18510;53842;FALSE;89117;81152;127715;562603;8,2;47;
Identity V;26;705186;10.0 M;4;1,1;2,6;0;GAME_ROLE_PLAYING;454148;86399;47648;25101;91887;FALSE;14215;44321;184113;332605;9,5;60;
ONE PIECE TREASURE CRUISE;27;687214;10.0 M;4;0,9;2,1;0;GAME_ROLE_PLAYING;499705;95877;32128;12298;47204;FALSE;12092;57049;4099;186327;3,7;17;
Super Stylist - Makeover & Style Fashion Guru;28;667980;50.0 M;4;4,1;8,2;0;GAME_ROLE_PLAYING;460506;85901;42462;21843;57264;FALSE;173430;166491;99502;485805;4,7;25;
School of Dragons;29;666442;10.0 M;4;0,4;1;0;GAME_ROLE_PLAYING;444291;75196;44462;23315;79175;FALSE;57202;196114;167895;441532;1,9;72;
Mobile Legends: Adventure;30;644802;10.0 M;4;2,8;6,2;0;GAME_ROLE_PLAYING;513670;65317;20016;8845;36952;FALSE;68790;21031;26509;132177;6,3;48;
International Fashion Stylist - Dress Up Games;31;632926;10.0 M;4;2,4;5,1;0;GAME_ROLE_PLAYING;453861;77554;38017;16740;46752;FALSE;145058;75758;18980;347593;4,7;28;
Battle Camp - Monster Catching;32;612572;10.0 M;4;0;0;0;GAME_ROLE_PLAYING;412770;54959;36609;16832;91399;FALSE;80226;115315;121904;345307;4;96;
My Candy Love - Episode / Otome game;33;597411;10.0 M;4;0,5;0,8;0;GAME_ROLE_PLAYING;369440;84434;46630;23095;73810;FALSE;146100;37891;142000;379466;6,5;28;
Day R Survival – Apocalypse, Lone Survivor and RPG;34;594700;10.0 M;4;0,8;1,7;0;GAME_ROLE_PLAYING;450467;74953;23915;12207;33155;FALSE;19870;105141;107287;294168;2,2;66;
Don't get fired!;35;572359;5.0 M;4;1;2;0;GAME_ROLE_PLAYING;382074;94649;39645;14670;41319;FALSE;135121;171008;169102;552754;1,5;92;
LifeAfter;36;569162;10.0 M;3;1,4;3,4;0;GAME_ROLE_PLAYING;368097;37701;30963;21455;110945;FALSE;162612;43797;61395;456261;7,9;62;
Inotia 4;37;558013;5.0 M;4;0,1;0,1;0;GAME_ROLE_PLAYING;395714;92102;34423;9208;26564;FALSE;15539;167033;95602;369124;4,5;95;
Dragon Village;38;556175;5.0 M;4;0,1;0,2;0;GAME_ROLE_PLAYING;407087;51168;33739;13251;50928;FALSE;109157;128780;12032;342324;6,9;99;
MARVEL Strike Force - Squad RPG;39;553833;10.0 M;3;1,6;3,3;0;GAME_ROLE_PLAYING;281401;76022;42302;49578;104528;FALSE;49726;2950;28320;86082;2,8;85;
Game of Sultans;40;547967;10.0 M;4;4,9;8,5;0;GAME_ROLE_PLAYING;378419;75961;30792;13367;49425;FALSE;95479;145631;29836;559415;5,3;71;
Sky: Children of the Light;41;538673;10.0 M;4;4,4;9,4;0;GAME_ROLE_PLAYING;438556;47143;16802;7679;28491;FALSE;146560;125112;117477;396974;8,8;20;
Age of Warring Empire;42;524462;10.0 M;4;0;0;0;GAME_ROLE_PLAYING;345143;79079;36211;14372;49655;FALSE;107988;31857;8042;335141;2;37;
레이븐 : LEGION;43;518434;5.0 M;4;0;0,2;0;GAME_ROLE_PLAYING;324117;79581;37928;14686;62119;FALSE;11844;12744;145960;290266;3,3;76;
Crusaders Quest;44;516540;5.0 M;4;0,1;0,1;0;GAME_ROLE_PLAYING;394331;59201;21524;8270;33211;FALSE;24080;50701;19015;102415;9,4;42;
Galaxy Legend - Cosmic Conquest Sci-Fi Game;45;514023;10.0 M;4;0;0;0;GAME_ROLE_PLAYING;316918;65188;37865;15150;78899;FALSE;131145;183223;170265;704823;2,2;70;
My Bakery Empire - Bake, Decorate & Serve Cakes;46;513522;100.0 M;4;2,3;5;0;GAME_ROLE_PLAYING;361164;40462;27413;18348;66132;FALSE;74041;192471;19647;435681;5,3;27;
Heroes Charge;47;504968;10.0 M;4;0,6;1,6;0;GAME_ROLE_PLAYING;439888;10359;8749;6339;39629;FALSE;78148;116703;187660;512480;2,7;86;
